,Perfil,ID_Func,Idade,Atrito,Departamento,Grau Instrução,Especialidade,Satisfação Ambiente,Gênero,Envolvimento,Cargo,Satisfação Trabalho,Estado Civil,Renda,Relacionamento,Balanço Vida-Profissão,Análise Ambiente,Análise Envolvimento,Análise Trabalho,Análise Relacionamento,Análise Balanço Vida-Profissão
416,Perfil 2,416,38,Não,P & D,Faculdade,Biologia,Muito Alta,Masculino,Alto,Tecnico_Lab,Muito Alta,Casado,1702,Alto,Alta,Satisfeito com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
417,Perfil 2,417,40,Não,Vendas,Mestrado,Biologia,Alta,Feminino,Alto,Gerente,Alta,Casado,18041,Muito Alto,Alta,Satisfeito com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
418,Perfil 1,418,26,Não,P & D,Pos_Graduado,Biologia,Baixa,Feminino,Alto,Pesquisa_Cientifica,Muito Alta,Divorciado,2886,Médio,Baixa,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Colaborador com algum problema de relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
419,Perfil 1,419,30,Não,P & D,Pos_Graduado,Biologia,Alta,Masculino,Alto,Tecnico_Lab,Muito Alta,Casado,2097,Alto,Baixa,Satisfeito com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Bom relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
420,Perfil 5,420,29,Não,P & D,Mestrado,Médico,Média,Masculino,Médio,Diretor_Pesquisa,Alta,Casado,11935,Alto,Alta,Colaborador com alguma insatisfação com o ambiente,Colaborador com algum problema de envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
421,Perfil 4,421,29,Sim,P & D,Doutorado,Tech,Alta,Feminino,Médio,Pesquisa_Cientifica,Média,Casado,2546,Médio,Muito Alta,Satisfeito com o ambiente,Colaborador com algum problema de envolvimento,Colaborador com alguma insatisfação no trabalho,Colaborador com algum problema de relacionamento,Vida pessoal e profissional bem equilibrada
422,Perfil 5,422,19,Sim,RH,Faculdade,Tech,Baixa,Masculino,Médio,Human Resources,Muito Alta,Solteiro,2564,Alto,Muito Alta,Colaborador com alguma insatisfação com o ambiente,Colaborador com algum problema de envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
423,Perfil 6,423,30,Não,Vendas,Mestrado,Outros,Alta,Feminino,Alto,Executivo_Vendas,Baixa,Casado,8412,Alto,Alta,Satisfeito com o ambiente,Bom envolvimento,Colaborador com alguma insatisfação no trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
424,Perfil 5,424,57,Não,Vendas,Pos_Graduado,Marketing,Baixa,Masculino,Médio,Gerente,Muito Alta,Divorciado,14118,Alto,Média,Colaborador com alguma insatisfação com o ambiente,Colaborador com algum problema de envolvimento,Satisfeito com o trabalho,Bom relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
425,Perfil 5,425,50,Não,P & D,Mestrado,Biologia,Média,Masculino,Médio,Gerente,Alta,Casado,17046,Médio,Alta,Colaborador com alguma insatisfação com o ambiente,Colaborador com algum problema de envolvimento,Satisfeito com o trabalho,Colaborador com algum problema de relacionamento,Vida pessoal e profissional bem equilibrada
426,Perfil 1,426,30,Não,P & D,Pos_Graduado,Médico,Alta,Feminino,Alto,Tecnico_Lab,Muito Alta,Solteiro,2564,Alto,Média,Satisfeito com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Bom relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
427,Perfil 6,427,60,Não,Vendas,Pos_Graduado,Marketing,Alta,Feminino,Médio,Executivo_Vendas,Baixa,Casado,10266,Muito Alto,Muito Alta,Satisfeito com o ambiente,Colaborador com algum problema de envolvimento,Colaborador com alguma insatisfação no trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
428,Perfil 3,428,47,Não,P & D,Faculdade,Médico,Baixa,Feminino,Alto,Diretor_Manufatura,Muito Alta,Divorciado,5070,Alto,Alta,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
429,Perfil 1,429,46,Não,P & D,Pos_Graduado,Biologia,Baixa,Masculino,Alto,Diretor_Pesquisa,Alta,Casado,17861,Alto,Baixa,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Bom relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
430,Perfil 5,430,35,Não,P & D,Pos_Graduado,Biologia,Muito Alta,Masculino,Baixo,Tecnico_Lab,Alta,Solteiro,4230,Alto,Alta,Satisfeito com o ambiente,Colaborador com algum problema de envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
431,Perfil 2,431,54,Não,P & D,Mestrado,Biologia,Alta,Feminino,Alto,Tecnico_Lab,Alta,Solteiro,3780,Alto,Alta,Satisfeito com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
432,Perfil 2,432,34,Não,P & D,Mestrado,Biologia,Muito Alta,Masculino,Médio,Pesquisa_Cientifica,Alta,Divorciado,2768,Alto,Alta,Satisfeito com o ambiente,Colaborador com algum problema de envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
433,Perfil 5,433,46,Não,Vendas,Pos_Graduado,Marketing,Alta,Feminino,Médio,Executivo_Vendas,Muito Alta,Casado,9071,Alto,Alta,Satisfeito com o ambiente,Colaborador com algum problema de envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
434,Perfil 6,434,31,Não,P & D,Ensino_Mèdio,Biologia,Alta,Masculino,Alto,Diretor_Manufatura,Média,Divorciado,10648,Muito Alto,Muito Alta,Satisfeito com o ambiente,Bom envolvimento,Colaborador com alguma insatisfação no trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
435,Perfil 2,435,33,Sim,P & D,Ensino_Mèdio,Médico,Média,Masculino,Alto,Gerente,Alta,Casado,13610,Muito Alto,Muito Alta,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
436,Perfil 5,436,33,Sim,P & D,Ensino_Mèdio,Médico,Baixa,Masculino,Baixo,Tecnico_Lab,Muito Alta,Divorciado,3408,Baixo,Alta,Colaborador com alguma insatisfação com o ambiente,Colaborador com algum problema de envolvimento,Satisfeito com o trabalho,Colaborador com algum problema de relacionamento,Vida pessoal e profissional bem equilibrada
437,Perfil 4,437,30,Não,Vendas,Ensino_Mèdio,Marketing,Muito Alta,Masculino,Alto,Repres_Vendas,Média,Solteiro,2983,Baixo,Alta,Satisfeito com o ambiente,Bom envolvimento,Colaborador com alguma insatisfação no trabalho,Colaborador com algum problema de relacionamento,Vida pessoal e profissional bem equilibrada
438,Perfil 2,438,35,Não,P & D,Pos_Graduado,Biologia,Muito Alta,Masculino,Alto,Repres_Saúde,Alta,Casado,7632,Alto,Alta,Satisfeito com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
439,Perfil 3,439,31,Sim,P & D,Pos_Graduado,Biologia,Baixa,Masculino,Alto,Repres_Saúde,Alta,Casado,9824,Baixo,Alta,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Colaborador com algum problema de relacionamento,Vida pessoal e profissional bem equilibrada
440,Perfil 6,440,34,Sim,RH,Pos_Graduado,Recursos_Humanos,Média,Feminino,Alto,Human Resources,Baixa,Divorciado,9950,Alto,Alta,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Colaborador com alguma insatisfação no trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
441,Perfil 3,441,42,Não,P & D,Faculdade,Outros,Média,Masculino,Alto,Tecnico_Lab,Alta,Casado,2093,Muito Alto,Alta,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
442,Perfil 1,442,36,Não,Vendas,Mestrado,Médico,Média,Masculino,Alto,Executivo_Vendas,Muito Alta,Solteiro,9980,Muito Alto,Média,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Bom relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
443,Perfil 5,443,22,Sim,P & D,Ensino_Mèdio,Tech,Alta,Masculino,Médio,Tecnico_Lab,Alta,Solteiro,3894,Alto,Alta,Satisfeito com o ambiente,Colaborador com algum problema de envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
444,Perfil 4,444,48,Não,Vendas,Doutorado,Marketing,Média,Feminino,Alto,Executivo_Vendas,Muito Alta,Casado,4051,Baixo,Alta,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Colaborador com algum problema de relacionamento,Vida pessoal e profissional bem equilibrada
445,Perfil 3,445,55,Não,Vendas,Doutorado,Biologia,Baixa,Feminino,Alto,Gerente,Média,Solteiro,16835,Muito Alto,Alta,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Colaborador com alguma insatisfação no trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
446,Perfil 2,446,41,Não,Vendas,Faculdade,Biologia,Muito Alta,Masculino,Alto,Executivo_Vendas,Muito Alta,Solteiro,6230,Muito Alto,Alta,Satisfeito com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
447,Perfil 3,447,35,Não,Vendas,Pos_Graduado,Marketing,Média,Masculino,Alto,Executivo_Vendas,Alta,Casado,4717,Alto,Alta,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
448,Perfil 3,448,40,Não,P & D,Pos_Graduado,Biologia,Média,Feminino,Alto,Diretor_Manufatura,Alta,Solteiro,13237,Alto,Alta,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
449,Perfil 4,449,39,Não,P & D,Ensino_Mèdio,Biologia,Alta,Feminino,Alto,Tecnico_Lab,Alta,Casado,3755,Baixo,Alta,Satisfeito com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Colaborador com algum problema de relacionamento,Vida pessoal e profissional bem equilibrada
450,Perfil 2,450,31,Não,Vendas,Ensino_Mèdio,Biologia,Média,Masculino,Alto,Executivo_Vendas,Muito Alta,Solteiro,6582,Alto,Muito Alta,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
451,Perfil 6,451,42,Não,P & D,Pos_Graduado,Médico,Muito Alta,Masculino,Alto,Diretor_Manufatura,Baixa,Casado,7406,Muito Alto,Média,Satisfeito com o ambiente,Bom envolvimento,Colaborador com alguma insatisfação no trabalho,Bom relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
452,Perfil 4,452,45,Não,Vendas,Pos_Graduado,Outros,Muito Alta,Masculino,Alto,Executivo_Vendas,Média,Casado,4805,Médio,Muito Alta,Satisfeito com o ambiente,Bom envolvimento,Colaborador com alguma insatisfação no trabalho,Colaborador com algum problema de relacionamento,Vida pessoal e profissional bem equilibrada
453,Perfil 1,453,26,Sim,RH,Mestrado,Biologia,Média,Feminino,Alto,Human Resources,Alta,Divorciado,2741,Médio,Média,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Colaborador com algum problema de relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
454,Perfil 2,454,29,Não,P & D,Pos_Graduado,Tech,Muito Alta,Masculino,Alto,Diretor_Manufatura,Muito Alta,Divorciado,4262,Médio,Muito Alta,Satisfeito com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Colaborador com algum problema de relacionamento,Vida pessoal e profissional bem equilibrada
455,Perfil 3,455,33,Não,P & D,Doutorado,Médico,Baixa,Feminino,Muito Alto,Diretor_Pesquisa,Alta,Divorciado,16184,Alto,Alta,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
456,Perfil 5,456,31,Não,Vendas,Pos_Graduado,Biologia,Alta,Masculino,Médio,Gerente,Muito Alta,Divorciado,11557,Alto,Média,Satisfeito com o ambiente,Colaborador com algum problema de envolvimento,Satisfeito com o trabalho,Bom relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
457,Perfil 3,457,18,Sim,Vendas,Pos_Graduado,Marketing,Média,Masculino,Alto,Repres_Vendas,Média,Solteiro,1878,Muito Alto,Alta,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Colaborador com alguma insatisfação no trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
458,Perfil 5,458,40,Não,Vendas,Pos_Graduado,Outros,Alta,Masculino,Baixo,Executivo_Vendas,Baixa,Divorciado,10932,Alto,Alta,Satisfeito com o ambiente,Colaborador com algum problema de envolvimento,Colaborador com alguma insatisfação no trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
459,Perfil 5,459,41,Não,P & D,Mestrado,Outros,Baixa,Feminino,Médio,Repres_Saúde,Alta,Solteiro,6811,Baixo,Alta,Colaborador com alguma insatisfação com o ambiente,Colaborador com algum problema de envolvimento,Satisfeito com o trabalho,Colaborador com algum problema de relacionamento,Vida pessoal e profissional bem equilibrada
460,Perfil 3,460,26,Não,Vendas,Faculdade,Médico,Baixa,Masculino,Alto,Executivo_Vendas,Alta,Divorciado,4306,Baixo,Alta,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Colaborador com algum problema de relacionamento,Vida pessoal e profissional bem equilibrada
461,Perfil 3,461,35,Não,Vendas,Pos_Graduado,Médico,Baixa,Feminino,Alto,Executivo_Vendas,Alta,Solteiro,4859,Muito Alto,Alta,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
462,Perfil 2,462,34,Não,Vendas,Mestrado,Biologia,Muito Alta,Masculino,Muito Alto,Executivo_Vendas,Muito Alta,Solteiro,5337,Muito Alto,Alta,Satisfeito com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
463,Perfil 5,463,26,Sim,P & D,Pos_Graduado,Tech,Alta,Masculino,Baixo,Tecnico_Lab,Muito Alta,Solteiro,2340,Médio,Baixa,Satisfeito com o ambiente,Colaborador com algum problema de envolvimento,Satisfeito com o trabalho,Colaborador com algum problema de relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
464,Perfil 2,464,37,Não,P & D,Pos_Graduado,Tech,Média,Feminino,Alto,Diretor_Manufatura,Muito Alta,Solteiro,7491,Muito Alto,Muito Alta,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
465,Perfil 3,465,46,Não,P & D,Ensino_Mèdio,Médico,Baixa,Feminino,Alto,Repres_Saúde,Alta,Casado,10527,Muito Alto,Média,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Bom relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
466,Perfil 3,466,41,Não,Vendas,Doutorado,Biologia,Média,Feminino,Alto,Gerente,Baixa,Casado,16595,Médio,Alta,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Colaborador com alguma insatisfação no trabalho,Colaborador com algum problema de relacionamento,Vida pessoal e profissional bem equilibrada
467,Perfil 3,467,37,Não,Vendas,Mestrado,Médico,Baixa,Masculino,Alto,Executivo_Vendas,Média,Divorciado,8834,Muito Alto,Alta,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Colaborador com alguma insatisfação no trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
468,Perfil 6,468,52,Não,P & D,Faculdade,Tech,Muito Alta,Masculino,Alto,Pesquisa_Cientifica,Baixa,Divorciado,5577,Médio,Alta,Satisfeito com o ambiente,Bom envolvimento,Colaborador com alguma insatisfação no trabalho,Colaborador com algum problema de relacionamento,Vida pessoal e profissional bem equilibrada
469,Perfil 2,469,32,Sim,Vendas,Mestrado,Outros,Muito Alta,Masculino,Muito Alto,Executivo_Vendas,Alta,Casado,4707,Muito Alto,Alta,Satisfeito com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
470,Perfil 2,470,24,Não,Vendas,Pos_Graduado,Médico,Muito Alta,Masculino,Alto,Repres_Vendas,Muito Alta,Casado,2400,Alto,Alta,Satisfeito com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
471,Perfil 2,471,38,Não,P & D,Pos_Graduado,Médico,Alta,Feminino,Alto,Repres_Saúde,Alta,Casado,9824,Alto,Alta,Satisfeito com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
472,Perfil 3,472,37,Não,P & D,Mestrado,Biologia,Média,Feminino,Alto,Diretor_Manufatura,Média,Casado,6447,Médio,Média,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Colaborador com alguma insatisfação no trabalho,Colaborador com algum problema de relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
473,Perfil 2,473,49,Não,P & D,Mestrado,Biologia,Muito Alta,Masculino,Médio,Diretor_Pesquisa,Alta,Divorciado,19502,Alto,Alta,Satisfeito com o ambiente,Colaborador com algum problema de envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
474,Perfil 3,474,24,Não,P & D,Pos_Graduado,Médico,Média,Masculino,Muito Alto,Pesquisa_Cientifica,Muito Alta,Casado,2725,Médio,Alta,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Colaborador com algum problema de relacionamento,Vida pessoal e profissional bem equilibrada
475,Perfil 3,475,26,Não,Vendas,Faculdade,Marketing,Baixa,Masculino,Alto,Executivo_Vendas,Média,Casado,6272,Muito Alto,Muito Alta,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Colaborador com alguma insatisfação no trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
476,Perfil 6,476,24,Não,P & D,Faculdade,Outros,Muito Alta,Masculino,Médio,Tecnico_Lab,Média,Casado,2127,Muito Alto,Alta,Satisfeito com o ambiente,Colaborador com algum problema de envolvimento,Colaborador com alguma insatisfação no trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
477,Perfil 3,477,50,Não,RH,Pos_Graduado,Médico,Baixa,Masculino,Alto,Gerente,Média,Casado,18200,Alto,Alta,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Colaborador com alguma insatisfação no trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
